ptime,onid,dnid,prio
2023-03-13 00:00:21.343874,1502.0,2494.0,1
2023-03-13 00:00:42.687748,1059.0,2097.0,1
2023-03-13 00:01:04.031622,1524.0,794.0,2
2023-03-13 00:01:25.375496,952.0,832.0,2
2023-03-13 00:01:46.719370,216.0,1949.0,2
2023-03-13 00:02:08.063244,1332.0,1791.0,2
2023-03-13 00:02:29.407118,1679.0,1925.0,2
2023-03-13 00:02:50.750992,1681.0,1914.0,2
2023-03-13 00:03:12.094866,1579.0,2452.0,2
2023-03-13 00:03:33.438740,1207.0,932.0,2
2023-03-13 00:03:54.782614,1179.0,2294.0,2
2023-03-13 00:04:16.126488,2835.0,2719.0,2
2023-03-13 00:04:37.470362,715.0,1364.0,2
2023-03-13 00:04:58.814236,199.0,901.0,2
2023-03-13 00:05:20.158110,638.0,234.0,2
2023-03-13 00:05:41.501984,1380.0,1872.0,2
2023-03-13 00:06:02.845858,963.0,56.0,2
2023-03-13 00:06:24.189732,1840.0,2635.0,2
2023-03-13 00:06:45.533606,1204.0,361.0,2
2023-03-13 00:07:06.877480,2972.0,3209.0,2
2023-03-13 00:07:28.221354,1059.0,1946.0,2
2023-03-13 00:07:49.565228,2049.0,1773.0,1
2023-03-13 00:08:10.909102,1362.0,2025.0,2
2023-03-13 00:08:32.252976,19.0,398.0,2
2023-03-13 00:08:53.596850,1368.0,591.0,2
2023-03-13 00:09:14.940724,1312.0,1036.0,2
2023-03-13 00:09:36.284598,596.0,1569.0,2
2023-03-13 00:09:57.628472,1525.0,2384.0,2
2023-03-13 00:10:18.972346,2091.0,2758.0,2
2023-03-13 00:10:40.316220,2432.0,3136.0,2
2023-03-13 00:11:01.660094,800.0,609.0,2
2023-03-13 00:11:23.003968,3130.0,1700.0,2
2023-03-13 00:11:44.347842,1534.0,1460.0,2
2023-03-13 00:12:05.691716,1256.0,1101.0,2
2023-03-13 00:12:27.035590,609.0,1107.0,2
2023-03-13 00:12:48.379464,1517.0,1959.0,2
2023-03-13 00:13:09.723338,1149.0,1401.0,2
2023-03-13 00:13:31.067212,2085.0,2768.0,2
2023-03-13 00:13:52.411086,1372.0,627.0,2
2023-03-13 00:14:13.754960,1410.0,1065.0,2
2023-03-13 00:14:35.098834,1622.0,908.0,2
2023-03-13 00:14:56.442708,811.0,1745.0,1
2023-03-13 00:15:17.786582,2355.0,2683.0,2
2023-03-13 00:15:39.130456,1246.0,848.0,2
2023-03-13 00:16:00.474330,2383.0,873.0,2
2023-03-13 00:16:21.818204,1004.0,1490.0,2
2023-03-13 00:16:43.162078,1043.0,1271.0,2
2023-03-13 00:17:04.505952,605.0,408.0,2
2023-03-13 00:17:25.849826,938.0,2121.0,2
2023-03-13 00:17:47.193700,2718.0,1269.0,2
2023-03-13 00:18:08.537574,820.0,1450.0,2
2023-03-13 00:18:29.881448,2822.0,2833.0,2
2023-03-13 00:18:51.225322,1551.0,1353.0,2
2023-03-13 00:19:12.569196,2019.0,2865.0,2
2023-03-13 00:19:33.913070,1829.0,1081.0,2
2023-03-13 00:19:55.256944,2491.0,2791.0,2
2023-03-13 00:20:16.600818,2894.0,2637.0,2
2023-03-13 00:20:37.944692,2572.0,1629.0,2
2023-03-13 00:20:59.288566,1049.0,2530.0,2
2023-03-13 00:21:20.632440,1942.0,217.0,2
2023-03-13 00:21:41.976314,2089.0,1184.0,2
2023-03-13 00:22:03.320188,1233.0,2715.0,1
2023-03-13 00:22:24.664062,605.0,685.0,2
2023-03-13 00:22:46.007936,1797.0,1767.0,2
2023-03-13 00:23:07.351810,1517.0,1875.0,2
2023-03-13 00:23:28.695684,1751.0,1456.0,2
2023-03-13 00:23:50.039558,1791.0,3208.0,2
2023-03-13 00:24:11.383432,2406.0,2871.0,2
2023-03-13 00:24:32.727306,2664.0,873.0,2
2023-03-13 00:24:54.071180,2394.0,2231.0,2
2023-03-13 00:25:15.415054,2483.0,2133.0,2
2023-03-13 00:25:36.758928,2894.0,2380.0,2
2023-03-13 00:25:58.102802,671.0,963.0,2
2023-03-13 00:26:19.446676,1388.0,1316.0,2
2023-03-13 00:26:40.790550,1940.0,1740.0,2
2023-03-13 00:27:02.134424,519.0,2061.0,2
2023-03-13 00:27:23.478298,2548.0,3001.0,2
2023-03-13 00:27:44.822172,1642.0,1598.0,2
2023-03-13 00:28:06.166046,973.0,2015.0,2
2023-03-13 00:28:27.509920,2754.0,2497.0,2
2023-03-13 00:28:48.853794,2328.0,3235.0,2
2023-03-13 00:29:10.197668,1536.0,2185.0,1
2023-03-13 00:29:31.541542,2577.0,991.0,2
2023-03-13 00:29:52.885416,1409.0,303.0,2
2023-03-13 00:30:14.229290,1157.0,436.0,2
2023-03-13 00:30:35.573164,1833.0,1986.0,2
2023-03-13 00:30:56.917038,2638.0,2142.0,2
2023-03-13 00:31:18.260912,1452.0,1603.0,2
2023-03-13 00:31:39.604786,857.0,1125.0,2
2023-03-13 00:32:00.948660,1527.0,768.0,2
2023-03-13 00:32:22.292534,2558.0,3182.0,2
2023-03-13 00:32:43.636408,833.0,3219.0,2
2023-03-13 00:33:04.980282,1340.0,813.0,2
2023-03-13 00:33:26.324156,1791.0,2188.0,2
2023-03-13 00:33:47.668030,1745.0,2046.0,2
2023-03-13 00:34:09.011904,1058.0,2201.0,2
2023-03-13 00:34:30.355778,3001.0,1097.0,2
2023-03-13 00:34:51.699652,528.0,118.0,2
2023-03-13 00:35:13.043526,2425.0,1308.0,2
2023-03-13 00:35:34.387400,1597.0,643.0,2
2023-03-13 00:35:55.731274,2321.0,2009.0,2
2023-03-13 00:36:17.075148,37.0,1333.0,1
2023-03-13 00:36:38.419022,2511.0,2625.0,2
2023-03-13 00:36:59.762896,2561.0,2173.0,2
2023-03-13 00:37:21.106770,2520.0,3109.0,2
2023-03-13 00:37:42.450644,1872.0,1383.0,2
2023-03-13 00:38:03.794518,612.0,2238.0,2
2023-03-13 00:38:25.138392,1055.0,190.0,2
2023-03-13 00:38:46.482266,2303.0,1785.0,2
2023-03-13 00:39:07.826140,1499.0,2112.0,2
2023-03-13 00:39:29.170014,1365.0,3463.0,2
2023-03-13 00:39:50.513888,2313.0,1793.0,2
2023-03-13 00:40:11.857762,851.0,1310.0,2
2023-03-13 00:40:33.201636,2064.0,2325.0,2
2023-03-13 00:40:54.545510,2982.0,47.0,2
2023-03-13 00:41:15.889384,2152.0,1059.0,2
2023-03-13 00:41:37.233258,1698.0,1081.0,2
2023-03-13 00:41:58.577132,1372.0,943.0,2
2023-03-13 00:42:19.921006,728.0,1453.0,2
2023-03-13 00:42:41.264880,2020.0,892.0,2
2023-03-13 00:43:02.608754,952.0,2025.0,2
2023-03-13 00:43:23.952628,139.0,1025.0,1
2023-03-13 00:43:45.296502,1759.0,1649.0,2
2023-03-13 00:44:06.640376,952.0,1501.0,2
2023-03-13 00:44:27.984250,2922.0,1716.0,2
2023-03-13 00:44:49.328124,1964.0,1173.0,2
2023-03-13 00:45:10.671998,1090.0,800.0,2
2023-03-13 00:45:32.015872,2140.0,1932.0,2
2023-03-13 00:45:53.359746,118.0,2047.0,2
2023-03-13 00:46:14.703620,1826.0,670.0,2
2023-03-13 00:46:36.047494,2699.0,1720.0,2
2023-03-13 00:46:57.391368,1527.0,2206.0,2
2023-03-13 00:47:18.735242,1025.0,3133.0,2
2023-03-13 00:47:40.079116,548.0,3588.0,2
2023-03-13 00:48:01.422990,1741.0,600.0,2
2023-03-13 00:48:22.766864,2096.0,2053.0,2
2023-03-13 00:48:44.110738,389.0,546.0,2
2023-03-13 00:49:05.454612,2393.0,3027.0,2
2023-03-13 00:49:26.798486,3535.0,3012.0,2
2023-03-13 00:49:48.142360,1326.0,1679.0,2
2023-03-13 00:50:09.486234,1088.0,862.0,2
2023-03-13 00:50:30.830108,2367.0,1518.0,1
2023-03-13 00:50:52.173982,1643.0,2205.0,2
2023-03-13 00:51:13.517856,1497.0,3185.0,2
2023-03-13 00:51:34.861730,222.0,61.0,2
2023-03-13 00:51:56.205604,952.0,1840.0,2
2023-03-13 00:52:17.549478,1475.0,1801.0,2
2023-03-13 00:52:38.893352,1949.0,2491.0,2
2023-03-13 00:53:00.237226,2236.0,2870.0,2
2023-03-13 00:53:21.581100,1774.0,1376.0,2
2023-03-13 00:53:42.924974,1159.0,3166.0,2
2023-03-13 00:54:04.268848,1813.0,1661.0,2
2023-03-13 00:54:25.612722,1840.0,1814.0,2
2023-03-13 00:54:46.956596,1016.0,1422.0,2
2023-03-13 00:55:08.300470,658.0,2075.0,2
2023-03-13 00:55:29.644344,1326.0,2789.0,2
2023-03-13 00:55:50.988218,2905.0,2518.0,2
2023-03-13 00:56:12.332092,2451.0,2868.0,2
2023-03-13 00:56:33.675966,546.0,1818.0,2
2023-03-13 00:56:55.019840,53.0,1478.0,2
2023-03-13 00:57:16.363714,2296.0,932.0,2
2023-03-13 00:57:37.707588,1049.0,2961.0,1
2023-03-13 00:57:59.051462,1486.0,896.0,2
2023-03-13 00:58:20.395336,2811.0,1779.0,2
2023-03-13 00:58:41.739210,624.0,2161.0,2
2023-03-13 00:59:03.083084,1088.0,1654.0,2
2023-03-13 00:59:24.426958,2848.0,3246.0,2
2023-03-13 00:59:45.770832,18.0,1475.0,2
2023-03-13 01:00:07.114706,1603.0,2238.0,2
2023-03-13 01:00:28.458580,2408.0,1802.0,2
2023-03-13 01:00:49.802454,1362.0,1349.0,2
2023-03-13 01:01:11.146328,1165.0,2053.0,2
