ptime,onid,dnid,prio
2023-03-13 00:00:21.343874,1502.0,2494.0,1
2023-03-13 00:00:42.687748,1257.0,2060.0,1
2023-03-13 00:01:04.031622,471.0,298.0,1
2023-03-13 00:01:25.375496,344.0,1064.0,1
2023-03-13 00:01:46.719370,2106.0,1999.0,1
2023-03-13 00:02:08.063244,614.0,1299.0,1
2023-03-13 00:02:29.407118,3277.0,3044.0,1
2023-03-13 00:02:50.750992,1593.0,2389.0,1
2023-03-13 00:03:12.094866,2777.0,1696.0,2
2023-03-13 00:03:33.438740,1274.0,746.0,2
2023-03-13 00:03:54.782614,2173.0,2172.0,2
2023-03-13 00:04:16.126488,2947.0,2341.0,2
2023-03-13 00:04:37.470362,3218.0,1701.0,2
2023-03-13 00:04:58.814236,738.0,796.0,2
2023-03-13 00:05:20.158110,1921.0,2764.0,2
2023-03-13 00:05:41.501984,2324.0,1036.0,2
2023-03-13 00:06:02.845858,2023.0,2026.0,2
2023-03-13 00:06:24.189732,2127.0,1065.0,2
2023-03-13 00:06:45.533606,1388.0,1807.0,2
2023-03-13 00:07:06.877480,2706.0,162.0,2
2023-03-13 00:07:28.221354,2837.0,2900.0,2
2023-03-13 00:07:49.565228,1940.0,1740.0,1
2023-03-13 00:08:10.909102,398.0,436.0,1
2023-03-13 00:08:32.252976,2186.0,2190.0,1
2023-03-13 00:08:53.596850,1720.0,1018.0,1
2023-03-13 00:09:14.940724,1475.0,1984.0,1
2023-03-13 00:09:36.284598,411.0,1452.0,1
2023-03-13 00:09:57.628472,1670.0,1788.0,1
2023-03-13 00:10:18.972346,40.0,1225.0,2
2023-03-13 00:10:40.316220,855.0,2159.0,2
2023-03-13 00:11:01.660094,2949.0,2047.0,2
2023-03-13 00:11:23.003968,1356.0,2170.0,2
2023-03-13 00:11:44.347842,1546.0,1727.0,2
2023-03-13 00:12:05.691716,2894.0,3328.0,2
2023-03-13 00:12:27.035590,2021.0,1773.0,2
2023-03-13 00:12:48.379464,2638.0,2142.0,2
2023-03-13 00:13:09.723338,627.0,33.0,2
2023-03-13 00:13:31.067212,1346.0,1779.0,2
2023-03-13 00:13:52.411086,1117.0,929.0,2
2023-03-13 00:14:13.754960,262.0,2209.0,2
2023-03-13 00:14:35.098834,2311.0,869.0,2
2023-03-13 00:14:56.442708,2111.0,1101.0,1
2023-03-13 00:15:17.786582,420.0,1188.0,1
2023-03-13 00:15:39.130456,2118.0,2633.0,1
2023-03-13 00:16:00.474330,1742.0,2314.0,1
2023-03-13 00:16:21.818204,1983.0,2343.0,1
2023-03-13 00:16:43.162078,1522.0,1154.0,1
2023-03-13 00:17:04.505952,1142.0,2053.0,1
2023-03-13 00:17:25.849826,1195.0,1879.0,2
2023-03-13 00:17:47.193700,1949.0,2491.0,2
2023-03-13 00:18:08.537574,2816.0,1861.0,2
2023-03-13 00:18:29.881448,3179.0,2046.0,2
2023-03-13 00:18:51.225322,175.0,1097.0,2
2023-03-13 00:19:12.569196,2368.0,2788.0,2
2023-03-13 00:19:33.913070,2919.0,1653.0,2
2023-03-13 00:19:55.256944,2390.0,2900.0,2
2023-03-13 00:20:16.600818,551.0,985.0,2
2023-03-13 00:20:37.944692,768.0,524.0,2
2023-03-13 00:20:59.288566,1709.0,2400.0,2
2023-03-13 00:21:20.632440,47.0,1489.0,2
2023-03-13 00:21:41.976314,1867.0,2015.0,2
2023-03-13 00:22:03.320188,1319.0,1529.0,1
2023-03-13 00:22:24.664062,802.0,54.0,1
2023-03-13 00:22:46.007936,884.0,1348.0,1
2023-03-13 00:23:07.351810,3043.0,2794.0,1
2023-03-13 00:23:28.695684,2169.0,1822.0,1
2023-03-13 00:23:50.039558,1388.0,3136.0,1
2023-03-13 00:24:11.383432,2301.0,1318.0,1
2023-03-13 00:24:32.727306,1184.0,3653.0,2
2023-03-13 00:24:54.071180,1634.0,1875.0,2
2023-03-13 00:25:15.415054,2374.0,3586.0,2
2023-03-13 00:25:36.758928,1376.0,290.0,2
2023-03-13 00:25:58.102802,1793.0,2975.0,2
2023-03-13 00:26:19.446676,1260.0,54.0,2
2023-03-13 00:26:40.790550,901.0,1648.0,2
2023-03-13 00:27:02.134424,1255.0,545.0,2
2023-03-13 00:27:23.478298,2152.0,2800.0,2
2023-03-13 00:27:44.822172,1476.0,1541.0,2
2023-03-13 00:28:06.166046,2501.0,821.0,2
2023-03-13 00:28:27.509920,1266.0,896.0,2
2023-03-13 00:28:48.853794,529.0,2756.0,2
2023-03-13 00:29:10.197668,662.0,2183.0,1
2023-03-13 00:29:31.541542,728.0,1453.0,1
2023-03-13 00:29:52.885416,1284.0,796.0,1
2023-03-13 00:30:14.229290,1526.0,1098.0,1
2023-03-13 00:30:35.573164,2505.0,2761.0,1
2023-03-13 00:30:56.917038,624.0,2161.0,1
2023-03-13 00:31:18.260912,2261.0,901.0,1
2023-03-13 00:31:39.604786,2763.0,1818.0,2
2023-03-13 00:32:00.948660,2014.0,481.0,2
2023-03-13 00:32:22.292534,814.0,853.0,2
2023-03-13 00:32:43.636408,1515.0,973.0,2
2023-03-13 00:33:04.980282,1538.0,3336.0,2
2023-03-13 00:33:26.324156,648.0,1271.0,2
2023-03-13 00:33:47.668030,217.0,1101.0,2
2023-03-13 00:34:09.011904,1919.0,2231.0,2
2023-03-13 00:34:30.355778,1517.0,264.0,2
2023-03-13 00:34:51.699652,2306.0,1286.0,2
2023-03-13 00:35:13.043526,705.0,865.0,2
2023-03-13 00:35:34.387400,1829.0,1081.0,2
2023-03-13 00:35:55.731274,1862.0,852.0,2
2023-03-13 00:36:17.075148,2895.0,2097.0,1
2023-03-13 00:36:38.419022,1789.0,1152.0,1
2023-03-13 00:36:59.762896,2769.0,3268.0,1
2023-03-13 00:37:21.106770,1388.0,7.0,1
2023-03-13 00:37:42.450644,1531.0,1001.0,1
2023-03-13 00:38:03.794518,2118.0,2413.0,1
2023-03-13 00:38:25.138392,1628.0,1829.0,1
2023-03-13 00:38:46.482266,1717.0,1166.0,2
2023-03-13 00:39:07.826140,281.0,265.0,2
2023-03-13 00:39:29.170014,469.0,1018.0,2
2023-03-13 00:39:50.513888,1025.0,1043.0,2
2023-03-13 00:40:11.857762,901.0,1004.0,2
2023-03-13 00:40:33.201636,1648.0,1282.0,2
2023-03-13 00:40:54.545510,2640.0,1983.0,2
2023-03-13 00:41:15.889384,1447.0,1088.0,2
2023-03-13 00:41:37.233258,1072.0,1284.0,2
2023-03-13 00:41:58.577132,2923.0,2494.0,2
2023-03-13 00:42:19.921006,1789.0,363.0,2
2023-03-13 00:42:41.264880,1501.0,1115.0,2
2023-03-13 00:43:02.608754,1481.0,1972.0,2
2023-03-13 00:43:23.952628,2211.0,1447.0,1
2023-03-13 00:43:45.296502,2539.0,3349.0,1
2023-03-13 00:44:06.640376,72.0,1123.0,1
2023-03-13 00:44:27.984250,1291.0,1010.0,1
2023-03-13 00:44:49.328124,1667.0,2764.0,1
2023-03-13 00:45:10.671998,1028.0,2072.0,1
2023-03-13 00:45:32.015872,437.0,3104.0,1
2023-03-13 00:45:53.359746,339.0,2886.0,2
2023-03-13 00:46:14.703620,1308.0,1062.0,2
2023-03-13 00:46:36.047494,1889.0,2942.0,2
2023-03-13 00:46:57.391368,1644.0,510.0,2
2023-03-13 00:47:18.735242,1299.0,1715.0,2
2023-03-13 00:47:40.079116,56.0,2232.0,2
2023-03-13 00:48:01.422990,2290.0,2542.0,2
2023-03-13 00:48:22.766864,2715.0,2811.0,2
2023-03-13 00:48:44.110738,376.0,562.0,2
2023-03-13 00:49:05.454612,978.0,3019.0,2
2023-03-13 00:49:26.798486,1818.0,2472.0,2
2023-03-13 00:49:48.142360,1688.0,129.0,2
2023-03-13 00:50:09.486234,2400.0,2025.0,2
2023-03-13 00:50:30.830108,627.0,1040.0,1
2023-03-13 00:50:52.173982,994.0,1497.0,1
2023-03-13 00:51:13.517856,2199.0,2244.0,1
2023-03-13 00:51:34.861730,2303.0,1785.0,1
2023-03-13 00:51:56.205604,1208.0,1964.0,1
2023-03-13 00:52:17.549478,832.0,1145.0,1
2023-03-13 00:52:38.893352,1501.0,1829.0,1
2023-03-13 00:53:00.237226,1627.0,3009.0,2
2023-03-13 00:53:21.581100,1651.0,2116.0,2
2023-03-13 00:53:42.924974,785.0,164.0,2
2023-03-13 00:54:04.268848,1043.0,938.0,2
2023-03-13 00:54:25.612722,1990.0,3190.0,2
2023-03-13 00:54:46.956596,1468.0,1124.0,2
2023-03-13 00:55:08.300470,2622.0,2301.0,2
2023-03-13 00:55:29.644344,1138.0,1910.0,2
2023-03-13 00:55:50.988218,19.0,1447.0,2
2023-03-13 00:56:12.332092,2351.0,1439.0,2
2023-03-13 00:56:33.675966,2049.0,2461.0,2
2023-03-13 00:56:55.019840,2096.0,714.0,2
2023-03-13 00:57:16.363714,1101.0,1911.0,2
2023-03-13 00:57:37.707588,1447.0,441.0,1
2023-03-13 00:57:59.051462,1202.0,1551.0,1
2023-03-13 00:58:20.395336,1577.0,2064.0,1
2023-03-13 00:58:41.739210,1558.0,3047.0,1
2023-03-13 00:59:03.083084,429.0,2023.0,1
2023-03-13 00:59:24.426958,2837.0,2307.0,1
2023-03-13 00:59:45.770832,3113.0,1107.0,1
2023-03-13 01:00:07.114706,683.0,1051.0,2
2023-03-13 01:00:28.458580,1355.0,1645.0,2
2023-03-13 01:00:49.802454,643.0,1185.0,2
2023-03-13 01:01:11.146328,1827.0,2512.0,2
2023-03-13 01:01:32.490202,2232.0,79.0,2
2023-03-13 01:01:53.834076,2443.0,1736.0,2
2023-03-13 01:02:15.177950,40.0,969.0,2
2023-03-13 01:02:36.521824,1700.0,2868.0,2
2023-03-13 01:02:57.865698,2637.0,3532.0,2
2023-03-13 01:03:19.209572,2510.0,2086.0,2
2023-03-13 01:03:40.553446,1828.0,1366.0,2
2023-03-13 01:04:01.897320,564.0,2865.0,2
2023-03-13 01:04:23.241194,2882.0,1119.0,2
2023-03-13 01:04:44.585068,1228.0,1246.0,1
2023-03-13 01:05:05.928942,1284.0,1287.0,1
2023-03-13 01:05:27.272816,2473.0,2791.0,1
2023-03-13 01:05:48.616690,2113.0,1400.0,1
2023-03-13 01:06:09.960564,2625.0,2289.0,1
2023-03-13 01:06:31.304438,1849.0,1745.0,1
2023-03-13 01:06:52.648312,1881.0,2077.0,1
2023-03-13 01:07:13.992186,2865.0,1519.0,2
2023-03-13 01:07:35.336060,1614.0,2023.0,2
2023-03-13 01:07:56.679934,2752.0,2720.0,2
2023-03-13 01:08:18.023808,936.0,399.0,2
2023-03-13 01:08:39.367682,677.0,411.0,2
2023-03-13 01:09:00.711556,1628.0,2049.0,2
2023-03-13 01:09:22.055430,2069.0,3290.0,2
2023-03-13 01:09:43.399304,2032.0,2057.0,2
2023-03-13 01:10:04.743178,1828.0,1383.0,2
2023-03-13 01:10:26.087052,1807.0,1893.0,2
2023-03-13 01:10:47.430926,2522.0,3196.0,2
2023-03-13 01:11:08.774800,2187.0,1301.0,2
2023-03-13 01:11:30.118674,1154.0,2038.0,2
2023-03-13 01:11:51.462548,1840.0,770.0,1
2023-03-13 01:12:12.806422,1062.0,553.0,1
2023-03-13 01:12:34.150296,1578.0,1625.0,1
2023-03-13 01:12:55.494170,1773.0,2037.0,1
2023-03-13 01:13:16.838044,836.0,1784.0,1
2023-03-13 01:13:38.181918,535.0,891.0,1
2023-03-13 01:13:59.525792,1319.0,1247.0,1
2023-03-13 01:14:20.869666,1654.0,1059.0,2
2023-03-13 01:14:42.213540,843.0,1360.0,2
2023-03-13 01:15:03.557414,2495.0,787.0,2
2023-03-13 01:15:24.901288,1326.0,2736.0,2
2023-03-13 01:15:46.245162,1722.0,1566.0,2
2023-03-13 01:16:07.589036,2165.0,2517.0,2
2023-03-13 01:16:28.932910,1747.0,1219.0,2
2023-03-13 01:16:50.276784,1603.0,919.0,2
2023-03-13 01:17:11.620658,942.0,1874.0,2
2023-03-13 01:17:32.964532,1878.0,1892.0,2
2023-03-13 01:17:54.308406,1059.0,1049.0,2
