ptime,onid,dnid,prio
2023-03-13 00:00:21.343874,1502.0,2494.0,1
2023-03-13 00:00:42.687748,932.0,266.0,1
2023-03-13 00:01:04.031622,1112.0,836.0,1
2023-03-13 00:01:25.375496,1465.0,2877.0,1
2023-03-13 00:01:46.719370,2904.0,2261.0,1
2023-03-13 00:02:08.063244,3182.0,2336.0,1
2023-03-13 00:02:29.407118,1487.0,2294.0,1
2023-03-13 00:02:50.750992,1834.0,3441.0,1
2023-03-13 00:03:12.094866,2404.0,2321.0,1
2023-03-13 00:03:33.438740,663.0,1473.0,1
2023-03-13 00:03:54.782614,1212.0,2848.0,2
2023-03-13 00:04:16.126488,2598.0,1524.0,2
2023-03-13 00:04:37.470362,957.0,534.0,2
2023-03-13 00:04:58.814236,932.0,3109.0,2
2023-03-13 00:05:20.158110,913.0,2756.0,2
2023-03-13 00:05:41.501984,1935.0,2374.0,2
2023-03-13 00:06:02.845858,328.0,1292.0,2
2023-03-13 00:06:24.189732,1473.0,1682.0,2
2023-03-13 00:06:45.533606,481.0,265.0,2
2023-03-13 00:07:06.877480,408.0,1097.0,2
2023-03-13 00:07:28.221354,3022.0,1428.0,2
2023-03-13 00:07:49.565228,2491.0,1840.0,1
2023-03-13 00:08:10.909102,1969.0,1293.0,1
2023-03-13 00:08:32.252976,1355.0,1645.0,1
2023-03-13 00:08:53.596850,2676.0,1059.0,1
2023-03-13 00:09:14.940724,1201.0,1776.0,1
2023-03-13 00:09:36.284598,2020.0,892.0,1
2023-03-13 00:09:57.628472,2400.0,2025.0,1
2023-03-13 00:10:18.972346,1695.0,1303.0,1
2023-03-13 00:10:40.316220,1236.0,3990.0,1
2023-03-13 00:11:01.660094,901.0,1468.0,2
2023-03-13 00:11:23.003968,1833.0,2355.0,2
2023-03-13 00:11:44.347842,2416.0,1281.0,2
2023-03-13 00:12:05.691716,2664.0,33.0,2
2023-03-13 00:12:27.035590,2738.0,2800.0,2
2023-03-13 00:12:48.379464,1475.0,1894.0,2
2023-03-13 00:13:09.723338,2225.0,3008.0,2
2023-03-13 00:13:31.067212,2316.0,2655.0,2
2023-03-13 00:13:52.411086,2872.0,2522.0,2
2023-03-13 00:14:13.754960,2736.0,1519.0,2
2023-03-13 00:14:35.098834,2830.0,3531.0,2
2023-03-13 00:14:56.442708,1964.0,1248.0,1
2023-03-13 00:15:17.786582,875.0,821.0,1
2023-03-13 00:15:39.130456,952.0,1900.0,1
2023-03-13 00:16:00.474330,2392.0,1797.0,1
2023-03-13 00:16:21.818204,1779.0,1556.0,1
2023-03-13 00:16:43.162078,948.0,736.0,1
2023-03-13 00:17:04.505952,2372.0,1635.0,1
2023-03-13 00:17:25.849826,2177.0,2671.0,1
2023-03-13 00:17:47.193700,1231.0,446.0,1
2023-03-13 00:18:08.537574,708.0,1540.0,2
2023-03-13 00:18:29.881448,1282.0,1556.0,2
2023-03-13 00:18:51.225322,1959.0,1826.0,2
2023-03-13 00:19:12.569196,901.0,420.0,2
2023-03-13 00:19:33.913070,2598.0,1964.0,2
2023-03-13 00:19:55.256944,270.0,15.0,2
2023-03-13 00:20:16.600818,557.0,1249.0,2
2023-03-13 00:20:37.944692,738.0,796.0,2
2023-03-13 00:20:59.288566,1690.0,2931.0,2
2023-03-13 00:21:20.632440,588.0,1007.0,2
2023-03-13 00:21:41.976314,2069.0,1832.0,2
2023-03-13 00:22:03.320188,1698.0,19.0,1
2023-03-13 00:22:24.664062,1447.0,774.0,1
2023-03-13 00:22:46.007936,2187.0,2062.0,1
2023-03-13 00:23:07.351810,2079.0,707.0,1
2023-03-13 00:23:28.695684,181.0,1049.0,1
2023-03-13 00:23:50.039558,1667.0,2304.0,1
2023-03-13 00:24:11.383432,2052.0,1080.0,1
2023-03-13 00:24:32.727306,24.0,2273.0,1
2023-03-13 00:24:54.071180,1336.0,1068.0,1
2023-03-13 00:25:15.415054,658.0,2075.0,2
2023-03-13 00:25:36.758928,47.0,1535.0,2
2023-03-13 00:25:58.102802,2272.0,2003.0,2
2023-03-13 00:26:19.446676,263.0,54.0,2
2023-03-13 00:26:40.790550,1247.0,705.0,2
2023-03-13 00:27:02.134424,2165.0,1043.0,2
2023-03-13 00:27:23.478298,1383.0,2618.0,2
2023-03-13 00:27:44.822172,1297.0,683.0,2
2023-03-13 00:28:06.166046,1558.0,3047.0,2
2023-03-13 00:28:27.509920,768.0,1257.0,2
2023-03-13 00:28:48.853794,932.0,1607.0,2
2023-03-13 00:29:10.197668,1704.0,2221.0,1
2023-03-13 00:29:31.541542,1517.0,2840.0,1
2023-03-13 00:29:52.885416,747.0,929.0,1
2023-03-13 00:30:14.229290,857.0,2589.0,1
2023-03-13 00:30:35.573164,366.0,2464.0,1
2023-03-13 00:30:56.917038,636.0,262.0,1
