ptime,onid,dnid,prio
2023-03-13 00:00:21.343874,1502.0,2494.0,1
2023-03-13 00:00:42.687748,1422.0,2848.0,1
2023-03-13 00:01:04.031622,260.0,1545.0,1
2023-03-13 00:01:25.375496,2177.0,2596.0,1
2023-03-13 00:01:46.719370,2384.0,2947.0,1
2023-03-13 00:02:08.063244,1833.0,1154.0,1
2023-03-13 00:02:29.407118,1578.0,1846.0,1
2023-03-13 00:02:50.750992,1643.0,2205.0,1
2023-03-13 00:03:12.094866,456.0,1166.0,1
2023-03-13 00:03:33.438740,1112.0,1703.0,1
2023-03-13 00:03:54.782614,873.0,2704.0,2
2023-03-13 00:04:16.126488,2176.0,1373.0,2
2023-03-13 00:04:37.470362,1368.0,1629.0,2
2023-03-13 00:04:58.814236,1365.0,2326.0,2
2023-03-13 00:05:20.158110,2703.0,1697.0,2
2023-03-13 00:05:41.501984,2706.0,1081.0,2
2023-03-13 00:06:02.845858,1648.0,1351.0,2
2023-03-13 00:06:24.189732,1073.0,1076.0,2
2023-03-13 00:06:45.533606,1468.0,2169.0,2
2023-03-13 00:07:06.877480,1107.0,2411.0,2
2023-03-13 00:07:28.221354,1791.0,2330.0,2
2023-03-13 00:07:49.565228,800.0,1801.0,1
2023-03-13 00:08:10.909102,2324.0,1187.0,1
2023-03-13 00:08:32.252976,1698.0,1200.0,1
2023-03-13 00:08:53.596850,2511.0,2625.0,1
2023-03-13 00:09:14.940724,2558.0,3182.0,1
2023-03-13 00:09:36.284598,901.0,1834.0,1
2023-03-13 00:09:57.628472,101.0,1058.0,1
2023-03-13 00:10:18.972346,502.0,1457.0,1
2023-03-13 00:10:40.316220,2404.0,2321.0,1
2023-03-13 00:11:01.660094,3196.0,1439.0,2
2023-03-13 00:11:23.003968,152.0,348.0,2
2023-03-13 00:11:44.347842,1609.0,1231.0,2
2023-03-13 00:12:05.691716,2476.0,2774.0,2
2023-03-13 00:12:27.035590,3133.0,2714.0,2
2023-03-13 00:12:48.379464,2803.0,2294.0,2
2023-03-13 00:13:09.723338,1452.0,2403.0,2
2023-03-13 00:13:31.067212,1596.0,2210.0,2
2023-03-13 00:13:52.411086,1502.0,2494.0,2
2023-03-13 00:14:13.754960,346.0,817.0,2
2023-03-13 00:14:35.098834,408.0,349.0,2
2023-03-13 00:14:56.442708,2186.0,2190.0,1
2023-03-13 00:15:17.786582,243.0,781.0,1
2023-03-13 00:15:39.130456,85.0,2848.0,1
2023-03-13 00:16:00.474330,2428.0,2211.0,1
2023-03-13 00:16:21.818204,1833.0,2355.0,1
2023-03-13 00:16:43.162078,1847.0,1701.0,1
2023-03-13 00:17:04.505952,744.0,162.0,1
2023-03-13 00:17:25.849826,528.0,605.0,1
2023-03-13 00:17:47.193700,1818.0,2492.0,1
2023-03-13 00:18:08.537574,1964.0,1173.0,2
2023-03-13 00:18:29.881448,535.0,802.0,2
2023-03-13 00:18:51.225322,1400.0,1726.0,2
2023-03-13 00:19:12.569196,2644.0,1265.0,2
2023-03-13 00:19:33.913070,1947.0,2159.0,2
2023-03-13 00:19:55.256944,820.0,2152.0,2
2023-03-13 00:20:16.600818,628.0,1081.0,2
2023-03-13 00:20:37.944692,1059.0,107.0,2
2023-03-13 00:20:59.288566,1539.0,1175.0,2
2023-03-13 00:21:20.632440,1546.0,1727.0,2
2023-03-13 00:21:41.976314,2392.0,2428.0,2
2023-03-13 00:22:03.320188,1101.0,1654.0,1
2023-03-13 00:22:24.664062,2025.0,1059.0,1
2023-03-13 00:22:46.007936,136.0,1567.0,1
2023-03-13 00:23:07.351810,1145.0,408.0,1
2023-03-13 00:23:28.695684,1892.0,2267.0,1
2023-03-13 00:23:50.039558,2007.0,2542.0,1
2023-03-13 00:24:11.383432,1829.0,2532.0,1
2023-03-13 00:24:32.727306,2768.0,2741.0,1
2023-03-13 00:24:54.071180,2835.0,2388.0,1
2023-03-13 00:25:15.415054,1598.0,2696.0,2
2023-03-13 00:25:36.758928,1337.0,2760.0,2
2023-03-13 00:25:58.102802,1921.0,129.0,2
2023-03-13 00:26:19.446676,2232.0,79.0,2
2023-03-13 00:26:40.790550,2091.0,2758.0,2
2023-03-13 00:27:02.134424,671.0,963.0,2
2023-03-13 00:27:23.478298,1124.0,2057.0,2
2023-03-13 00:27:44.822172,1532.0,2264.0,2
2023-03-13 00:28:06.166046,1059.0,1111.0,2
2023-03-13 00:28:27.509920,1735.0,2551.0,2
2023-03-13 00:28:48.853794,1628.0,1820.0,2
2023-03-13 00:29:10.197668,1409.0,1081.0,1
2023-03-13 00:29:31.541542,1607.0,1660.0,1
2023-03-13 00:29:52.885416,1138.0,2201.0,1
2023-03-13 00:30:14.229290,789.0,1969.0,1
2023-03-13 00:30:35.573164,1678.0,546.0,1
2023-03-13 00:30:56.917038,1715.0,2139.0,1
2023-03-13 00:31:18.260912,2232.0,1925.0,1
2023-03-13 00:31:39.604786,893.0,2306.0,1
2023-03-13 00:32:00.948660,901.0,1468.0,1
2023-03-13 00:32:22.292534,1745.0,1565.0,2
2023-03-13 00:32:43.636408,814.0,853.0,2
2023-03-13 00:33:04.980282,1792.0,1163.0,2
