ptime,onid,dnid,prio
2023-03-13 00:00:21.343874,1502.0,2494.0,1
2023-03-13 00:00:42.687748,1586.0,2467.0,1
2023-03-13 00:01:04.031622,1286.0,1489.0,2
2023-03-13 00:01:25.375496,720.0,709.0,2
2023-03-13 00:01:46.719370,952.0,2055.0,2
2023-03-13 00:02:08.063244,1286.0,1404.0,2
2023-03-13 00:02:29.407118,10.0,1150.0,1
2023-03-13 00:02:50.750992,545.0,1025.0,2
2023-03-13 00:03:12.094866,2491.0,1393.0,2
2023-03-13 00:03:33.438740,1791.0,3557.0,2
2023-03-13 00:03:54.782614,3300.0,2428.0,2
2023-03-13 00:04:16.126488,1592.0,2133.0,1
2023-03-13 00:04:37.470362,1215.0,1048.0,2
2023-03-13 00:04:58.814236,2009.0,40.0,2
2023-03-13 00:05:20.158110,2539.0,1747.0,2
2023-03-13 00:05:41.501984,1422.0,2848.0,2
2023-03-13 00:06:02.845858,2970.0,2539.0,1
2023-03-13 00:06:24.189732,1064.0,880.0,2
2023-03-13 00:06:45.533606,1942.0,217.0,2
2023-03-13 00:07:06.877480,725.0,1779.0,2
2023-03-13 00:07:28.221354,2470.0,3577.0,2
2023-03-13 00:07:49.565228,3104.0,2142.0,1
2023-03-13 00:08:10.909102,1747.0,1219.0,2
2023-03-13 00:08:32.252976,1308.0,1062.0,2
2023-03-13 00:08:53.596850,1388.0,1768.0,2
2023-03-13 00:09:14.940724,203.0,988.0,2
2023-03-13 00:09:36.284598,2118.0,2633.0,1
2023-03-13 00:09:57.628472,1622.0,958.0,2
2023-03-13 00:10:18.972346,2435.0,1692.0,2
2023-03-13 00:10:40.316220,1808.0,1299.0,2
2023-03-13 00:11:01.660094,1642.0,1598.0,2
2023-03-13 00:11:23.003968,774.0,1121.0,1
2023-03-13 00:11:44.347842,270.0,15.0,2
2023-03-13 00:12:05.691716,1183.0,2425.0,2
2023-03-13 00:12:27.035590,884.0,988.0,2
2023-03-13 00:12:48.379464,2413.0,2033.0,2
2023-03-13 00:13:09.723338,1685.0,2664.0,1
2023-03-13 00:13:31.067212,1286.0,979.0,2
2023-03-13 00:13:52.411086,1622.0,2814.0,2
2023-03-13 00:14:13.754960,422.0,1162.0,2
2023-03-13 00:14:35.098834,2947.0,394.0,2
2023-03-13 00:14:56.442708,2495.0,2095.0,1
2023-03-13 00:15:17.786582,1271.0,471.0,2
2023-03-13 00:15:39.130456,431.0,2557.0,2
2023-03-13 00:16:00.474330,2245.0,2565.0,2
2023-03-13 00:16:21.818204,2107.0,1184.0,2
2023-03-13 00:16:43.162078,546.0,1658.0,1
2023-03-13 00:17:04.505952,2152.0,1059.0,2
2023-03-13 00:17:25.849826,315.0,162.0,2
2023-03-13 00:17:47.193700,1742.0,2314.0,2
2023-03-13 00:18:08.537574,570.0,873.0,2
2023-03-13 00:18:29.881448,2693.0,2131.0,1
2023-03-13 00:18:51.225322,1362.0,1349.0,2
2023-03-13 00:19:12.569196,891.0,1698.0,2
2023-03-13 00:19:33.913070,2170.0,1576.0,2
2023-03-13 00:19:55.256944,1769.0,1899.0,2
2023-03-13 00:20:16.600818,302.0,471.0,1
2023-03-13 00:20:37.944692,1784.0,1234.0,2
2023-03-13 00:20:59.288566,342.0,1214.0,2
2023-03-13 00:21:20.632440,220.0,921.0,2
2023-03-13 00:21:41.976314,2389.0,1986.0,2
2023-03-13 00:22:03.320188,1502.0,2494.0,1
2023-03-13 00:22:24.664062,1088.0,862.0,2
2023-03-13 00:22:46.007936,1205.0,650.0,2
