ptime,onid,dnid,prio
2023-03-13 00:00:21.343874,1502.0,2494.0,1
2023-03-13 00:00:42.687748,1653.0,2895.0,1
2023-03-13 00:01:04.031622,1004.0,1534.0,2
2023-03-13 00:01:25.375496,1568.0,2137.0,2
2023-03-13 00:01:46.719370,2855.0,3243.0,2
2023-03-13 00:02:08.063244,1880.0,1161.0,2
2023-03-13 00:02:29.407118,1285.0,1097.0,1
2023-03-13 00:02:50.750992,758.0,3208.0,2
2023-03-13 00:03:12.094866,2484.0,2948.0,2
2023-03-13 00:03:33.438740,1373.0,2770.0,2
2023-03-13 00:03:54.782614,1302.0,2232.0,2
2023-03-13 00:04:16.126488,2894.0,2637.0,1
2023-03-13 00:04:37.470362,614.0,1269.0,2
2023-03-13 00:04:58.814236,3066.0,1626.0,2
2023-03-13 00:05:20.158110,2238.0,468.0,2
2023-03-13 00:05:41.501984,2401.0,2897.0,2
2023-03-13 00:06:02.845858,2232.0,2249.0,1
2023-03-13 00:06:24.189732,1551.0,2637.0,2
2023-03-13 00:06:45.533606,938.0,1745.0,2
2023-03-13 00:07:06.877480,2800.0,1782.0,2
2023-03-13 00:07:28.221354,1105.0,322.0,2
2023-03-13 00:07:49.565228,2019.0,2600.0,1
2023-03-13 00:08:10.909102,2034.0,1339.0,2
2023-03-13 00:08:32.252976,952.0,1090.0,2
2023-03-13 00:08:53.596850,843.0,221.0,2
2023-03-13 00:09:14.940724,12.0,89.0,2
2023-03-13 00:09:36.284598,696.0,303.0,1
2023-03-13 00:09:57.628472,1667.0,2764.0,2
2023-03-13 00:10:18.972346,2140.0,1932.0,2
2023-03-13 00:10:40.316220,426.0,907.0,2
2023-03-13 00:11:01.660094,765.0,1943.0,2
2023-03-13 00:11:23.003968,2096.0,670.0,1
2023-03-13 00:11:44.347842,1088.0,1179.0,2
2023-03-13 00:12:05.691716,232.0,1781.0,2
2023-03-13 00:12:27.035590,1779.0,1043.0,2
2023-03-13 00:12:48.379464,1681.0,1914.0,2
2023-03-13 00:13:09.723338,629.0,1761.0,1
2023-03-13 00:13:31.067212,438.0,2785.0,2
2023-03-13 00:13:52.411086,1068.0,1043.0,2
2023-03-13 00:14:13.754960,2167.0,2399.0,2
2023-03-13 00:14:35.098834,1781.0,1579.0,2
2023-03-13 00:14:56.442708,1081.0,833.0,1
2023-03-13 00:15:17.786582,1818.0,1546.0,2
2023-03-13 00:15:39.130456,922.0,1536.0,2
2023-03-13 00:16:00.474330,1831.0,2133.0,2
2023-03-13 00:16:21.818204,1779.0,2840.0,2
2023-03-13 00:16:43.162078,855.0,487.0,1
2023-03-13 00:17:04.505952,778.0,1787.0,2
2023-03-13 00:17:25.849826,1475.0,309.0,2
2023-03-13 00:17:47.193700,420.0,1292.0,2
2023-03-13 00:18:08.537574,1030.0,136.0,2
2023-03-13 00:18:29.881448,1784.0,1369.0,1
2023-03-13 00:18:51.225322,2299.0,2908.0,2
2023-03-13 00:19:12.569196,1043.0,598.0,2
2023-03-13 00:19:33.913070,2788.0,1964.0,2
2023-03-13 00:19:55.256944,1397.0,200.0,2
2023-03-13 00:20:16.600818,3001.0,3532.0,1
2023-03-13 00:20:37.944692,1905.0,1517.0,2
2023-03-13 00:20:59.288566,139.0,2707.0,2
2023-03-13 00:21:20.632440,1138.0,627.0,2
2023-03-13 00:21:41.976314,1140.0,2658.0,2
2023-03-13 00:22:03.320188,483.0,2325.0,1
2023-03-13 00:22:24.664062,2588.0,1991.0,2
2023-03-13 00:22:46.007936,1395.0,1874.0,2
2023-03-13 00:23:07.351810,1526.0,1098.0,2
2023-03-13 00:23:28.695684,1877.0,1999.0,2
2023-03-13 00:23:50.039558,1818.0,2128.0,1
2023-03-13 00:24:11.383432,136.0,1567.0,2
2023-03-13 00:24:32.727306,2618.0,1072.0,2
2023-03-13 00:24:54.071180,1281.0,363.0,2
2023-03-13 00:25:15.415054,2530.0,2756.0,2
2023-03-13 00:25:36.758928,33.0,504.0,1
2023-03-13 00:25:58.102802,1049.0,623.0,2
2023-03-13 00:26:19.446676,75.0,396.0,2
2023-03-13 00:26:40.790550,410.0,467.0,2
2023-03-13 00:27:02.134424,938.0,2121.0,2
2023-03-13 00:27:23.478298,2341.0,1369.0,1
2023-03-13 00:27:44.822172,1362.0,2025.0,2
2023-03-13 00:28:06.166046,2311.0,1572.0,2
2023-03-13 00:28:27.509920,1136.0,857.0,2
2023-03-13 00:28:48.853794,1072.0,1284.0,2
2023-03-13 00:29:10.197668,243.0,1946.0,1
2023-03-13 00:29:31.541542,1373.0,1822.0,2
2023-03-13 00:29:52.885416,232.0,1959.0,2
2023-03-13 00:30:14.229290,1950.0,1081.0,2
2023-03-13 00:30:35.573164,1246.0,1759.0,2
2023-03-13 00:30:56.917038,1071.0,543.0,1
2023-03-13 00:31:18.260912,2843.0,1564.0,2
2023-03-13 00:31:39.604786,1417.0,1901.0,2
2023-03-13 00:32:00.948660,481.0,1178.0,2
2023-03-13 00:32:22.292534,2476.0,2774.0,2
2023-03-13 00:32:43.636408,747.0,929.0,1
2023-03-13 00:33:04.980282,1324.0,2499.0,2
2023-03-13 00:33:26.324156,2705.0,1911.0,2
2023-03-13 00:33:47.668030,735.0,929.0,2
2023-03-13 00:34:09.011904,1631.0,1043.0,2
2023-03-13 00:34:30.355778,1059.0,2215.0,1
2023-03-13 00:34:51.699652,1502.0,2494.0,2
2023-03-13 00:35:13.043526,3532.0,3663.0,2
2023-03-13 00:35:34.387400,2634.0,3209.0,2
2023-03-13 00:35:55.731274,278.0,870.0,2
2023-03-13 00:36:17.075148,421.0,1223.0,1
2023-03-13 00:36:38.419022,2961.0,2078.0,2
2023-03-13 00:36:59.762896,973.0,2015.0,2
2023-03-13 00:37:21.106770,1360.0,1773.0,2
2023-03-13 00:37:42.450644,2715.0,2811.0,2
2023-03-13 00:38:03.794518,2069.0,1859.0,1
2023-03-13 00:38:25.138392,394.0,1178.0,2
2023-03-13 00:38:46.482266,1486.0,1830.0,2
2023-03-13 00:39:07.826140,19.0,334.0,2
2023-03-13 00:39:29.170014,1388.0,1718.0,2
2023-03-13 00:39:50.513888,1465.0,2596.0,1
2023-03-13 00:40:11.857762,999.0,549.0,2
2023-03-13 00:40:33.201636,1240.0,1588.0,2
2023-03-13 00:40:54.545510,1161.0,1189.0,2
2023-03-13 00:41:15.889384,1525.0,1022.0,2
2023-03-13 00:41:37.233258,1568.0,2137.0,1
2023-03-13 00:41:58.577132,1986.0,220.0,2
2023-03-13 00:42:19.921006,2274.0,2969.0,2
2023-03-13 00:42:41.264880,1334.0,434.0,2
2023-03-13 00:43:02.608754,1444.0,569.0,2
2023-03-13 00:43:23.952628,2207.0,1954.0,1
2023-03-13 00:43:45.296502,1233.0,1966.0,2
2023-03-13 00:44:06.640376,2115.0,1878.0,2
2023-03-13 00:44:27.984250,1308.0,1526.0,2
2023-03-13 00:44:49.328124,911.0,696.0,2
2023-03-13 00:45:10.671998,133.0,1024.0,1
2023-03-13 00:45:32.015872,1555.0,2505.0,2
2023-03-13 00:45:53.359746,3352.0,1634.0,2
2023-03-13 00:46:14.703620,1622.0,1059.0,2
2023-03-13 00:46:36.047494,1814.0,1010.0,2
2023-03-13 00:46:57.391368,548.0,467.0,1
2023-03-13 00:47:18.735242,2152.0,1059.0,2
2023-03-13 00:47:40.079116,2118.0,2413.0,2
2023-03-13 00:48:01.422990,1475.0,2062.0,2
2023-03-13 00:48:22.766864,7.0,483.0,2
2023-03-13 00:48:44.110738,1208.0,2015.0,1
2023-03-13 00:49:05.454612,2260.0,1262.0,2
2023-03-13 00:49:26.798486,1555.0,2179.0,2
2023-03-13 00:49:48.142360,3047.0,2429.0,2
2023-03-13 00:50:09.486234,3350.0,2832.0,2
2023-03-13 00:50:30.830108,2552.0,1127.0,1
2023-03-13 00:50:52.173982,1236.0,715.0,2
2023-03-13 00:51:13.517856,1393.0,670.0,2
2023-03-13 00:51:34.861730,774.0,1121.0,2
2023-03-13 00:51:56.205604,1380.0,1872.0,2
2023-03-13 00:52:17.549478,2622.0,2301.0,1
2023-03-13 00:52:38.893352,447.0,3033.0,2
2023-03-13 00:53:00.237226,2848.0,1383.0,2
2023-03-13 00:53:21.581100,1208.0,1847.0,2
2023-03-13 00:53:42.924974,786.0,2000.0,2
2023-03-13 00:54:04.268848,618.0,817.0,1
2023-03-13 00:54:25.612722,181.0,1049.0,2
2023-03-13 00:54:46.956596,1453.0,1767.0,2
2023-03-13 00:55:08.300470,2157.0,1163.0,2
2023-03-13 00:55:29.644344,2699.0,2165.0,2
2023-03-13 00:55:50.988218,2635.0,1878.0,1
2023-03-13 00:56:12.332092,1784.0,2789.0,2
2023-03-13 00:56:33.675966,2756.0,2459.0,2
2023-03-13 00:56:55.019840,147.0,718.0,2
2023-03-13 00:57:16.363714,1410.0,1065.0,2
2023-03-13 00:57:37.707588,1260.0,2097.0,1
2023-03-13 00:57:59.051462,1985.0,1428.0,2
2023-03-13 00:58:20.395336,18.0,1475.0,2
2023-03-13 00:58:41.739210,2128.0,1077.0,2
2023-03-13 00:59:03.083084,1986.0,1665.0,2
2023-03-13 00:59:24.426958,1737.0,1933.0,1
2023-03-13 00:59:45.770832,1005.0,1865.0,2
2023-03-13 01:00:07.114706,2316.0,2535.0,2
2023-03-13 01:00:28.458580,1064.0,893.0,2
2023-03-13 01:00:49.802454,884.0,301.0,2
2023-03-13 01:01:11.146328,2378.0,1265.0,1
2023-03-13 01:01:32.490202,1758.0,1522.0,2
2023-03-13 01:01:53.834076,1754.0,1168.0,2
2023-03-13 01:02:15.177950,745.0,298.0,2
2023-03-13 01:02:36.521824,2332.0,1807.0,2
2023-03-13 01:02:57.865698,1029.0,198.0,1
2023-03-13 01:03:19.209572,2060.0,483.0,2
2023-03-13 01:03:40.553446,952.0,1480.0,2
2023-03-13 01:04:01.897320,1192.0,2202.0,2
2023-03-13 01:04:23.241194,932.0,481.0,2
2023-03-13 01:04:44.585068,2306.0,1449.0,1
2023-03-13 01:05:05.928942,2363.0,2923.0,2
2023-03-13 01:05:27.272816,2017.0,1634.0,2
2023-03-13 01:05:48.616690,2428.0,1254.0,2
2023-03-13 01:06:09.960564,1271.0,2177.0,2
2023-03-13 01:06:31.304438,864.0,1141.0,1
2023-03-13 01:06:52.648312,2232.0,318.0,2
2023-03-13 01:07:13.992186,24.0,2273.0,2
2023-03-13 01:07:35.336060,2926.0,2751.0,2
2023-03-13 01:07:56.679934,2142.0,2141.0,2
2023-03-13 01:08:18.023808,2664.0,2788.0,1
2023-03-13 01:08:39.367682,1643.0,2106.0,2
2023-03-13 01:09:00.711556,1654.0,1059.0,2
