ptime,onid,dnid,prio
2023-03-13 00:00:21.343874,1502.0,2494.0,1
2023-03-13 00:00:42.687748,2769.0,2284.0,1
2023-03-13 00:01:04.031622,464.0,9.0,2
2023-03-13 00:01:25.375496,101.0,1797.0,2
2023-03-13 00:01:46.719370,1614.0,2087.0,1
2023-03-13 00:02:08.063244,2780.0,3696.0,2
2023-03-13 00:02:29.407118,978.0,2910.0,2
2023-03-13 00:02:50.750992,1675.0,1525.0,1
2023-03-13 00:03:12.094866,638.0,1208.0,2
2023-03-13 00:03:33.438740,2124.0,218.0,2
2023-03-13 00:03:54.782614,1597.0,643.0,1
2023-03-13 00:04:16.126488,1059.0,1889.0,2
2023-03-13 00:04:37.470362,2655.0,2014.0,2
2023-03-13 00:04:58.814236,1088.0,1179.0,1
2023-03-13 00:05:20.158110,2109.0,3123.0,2
2023-03-13 00:05:41.501984,1259.0,1402.0,2
2023-03-13 00:06:02.845858,2379.0,1783.0,1
2023-03-13 00:06:24.189732,1223.0,2984.0,2
2023-03-13 00:06:45.533606,1519.0,388.0,2
2023-03-13 00:07:06.877480,447.0,2170.0,1
2023-03-13 00:07:28.221354,2484.0,3286.0,2
2023-03-13 00:07:49.565228,1356.0,2170.0,2
2023-03-13 00:08:10.909102,2555.0,761.0,1
2023-03-13 00:08:32.252976,1785.0,2180.0,2
2023-03-13 00:08:53.596850,2106.0,1107.0,2
2023-03-13 00:09:14.940724,1899.0,1653.0,1
2023-03-13 00:09:36.284598,2015.0,2754.0,2
2023-03-13 00:09:57.628472,2894.0,3328.0,2
2023-03-13 00:10:18.972346,2636.0,2726.0,1
2023-03-13 00:10:40.316220,856.0,509.0,2
2023-03-13 00:11:01.660094,1681.0,1914.0,2
2023-03-13 00:11:23.003968,1197.0,1292.0,1
2023-03-13 00:11:44.347842,1395.0,585.0,2
2023-03-13 00:12:05.691716,2338.0,2143.0,2
2023-03-13 00:12:27.035590,2852.0,2025.0,1
2023-03-13 00:12:48.379464,2476.0,2774.0,2
2023-03-13 00:13:09.723338,2285.0,2814.0,2
2023-03-13 00:13:31.067212,1427.0,2135.0,1
2023-03-13 00:13:52.411086,53.0,1478.0,2
2023-03-13 00:14:13.754960,1380.0,738.0,2
2023-03-13 00:14:35.098834,3130.0,1700.0,1
2023-03-13 00:14:56.442708,768.0,524.0,2
2023-03-13 00:15:17.786582,820.0,1450.0,2
2023-03-13 00:15:39.130456,2089.0,1724.0,1
2023-03-13 00:16:00.474330,768.0,1257.0,2
2023-03-13 00:16:21.818204,422.0,1162.0,2
2023-03-13 00:16:43.162078,1655.0,48.0,1
2023-03-13 00:17:04.505952,1486.0,1101.0,2
2023-03-13 00:17:25.849826,361.0,969.0,2
2023-03-13 00:17:47.193700,1613.0,382.0,1
2023-03-13 00:18:08.537574,1607.0,1660.0,2
2023-03-13 00:18:29.881448,955.0,1964.0,2
2023-03-13 00:18:51.225322,1957.0,2319.0,1
2023-03-13 00:19:12.569196,52.0,389.0,2
2023-03-13 00:19:33.913070,1081.0,817.0,2
2023-03-13 00:19:55.256944,2887.0,2859.0,1
2023-03-13 00:20:16.600818,1204.0,361.0,2
2023-03-13 00:20:37.944692,2321.0,1793.0,2
2023-03-13 00:20:59.288566,832.0,1145.0,1
2023-03-13 00:21:20.632440,836.0,471.0,2
2023-03-13 00:21:41.976314,1173.0,1131.0,2
2023-03-13 00:22:03.320188,1818.0,2128.0,1
2023-03-13 00:22:24.664062,2281.0,1724.0,2
2023-03-13 00:22:46.007936,617.0,1728.0,2
2023-03-13 00:23:07.351810,1308.0,1062.0,1
2023-03-13 00:23:28.695684,949.0,405.0,2
2023-03-13 00:23:50.039558,1285.0,1097.0,2
2023-03-13 00:24:11.383432,1457.0,2266.0,1
2023-03-13 00:24:32.727306,2096.0,1219.0,2
2023-03-13 00:24:54.071180,2154.0,1566.0,2
2023-03-13 00:25:15.415054,2564.0,6.0,1
2023-03-13 00:25:36.758928,1840.0,1814.0,2
2023-03-13 00:25:58.102802,800.0,1542.0,2
