ptime,onid,dnid,prio
2023-03-13 00:00:21.343874,1502.0,2494.0,1
2023-03-13 00:00:42.687748,1183.0,901.0,1
2023-03-13 00:01:04.031622,408.0,880.0,1
2023-03-13 00:01:25.375496,1726.0,2033.0,1
2023-03-13 00:01:46.719370,2777.0,2009.0,1
2023-03-13 00:02:08.063244,3124.0,2840.0,1
2023-03-13 00:02:29.407118,3109.0,1513.0,1
2023-03-13 00:02:50.750992,290.0,1397.0,1
2023-03-13 00:03:12.094866,1690.0,2931.0,1
2023-03-13 00:03:33.438740,232.0,1959.0,1
2023-03-13 00:03:54.782614,855.0,1069.0,1
2023-03-13 00:04:16.126488,915.0,1545.0,1
2023-03-13 00:04:37.470362,1281.0,363.0,1
2023-03-13 00:04:58.814236,1334.0,744.0,1
2023-03-13 00:05:20.158110,2577.0,991.0,1
2023-03-13 00:05:41.501984,1195.0,1879.0,1
2023-03-13 00:06:02.845858,2113.0,957.0,1
2023-03-13 00:06:24.189732,2009.0,668.0,1
2023-03-13 00:06:45.533606,243.0,781.0,2
2023-03-13 00:07:06.877480,1792.0,2185.0,2
2023-03-13 00:07:28.221354,1486.0,585.0,2
2023-03-13 00:07:49.565228,2756.0,1597.0,2
2023-03-13 00:08:10.909102,2192.0,2028.0,2
2023-03-13 00:08:32.252976,1668.0,2349.0,2
2023-03-13 00:08:53.596850,1523.0,311.0,2
2023-03-13 00:09:14.940724,1055.0,190.0,2
2023-03-13 00:09:36.284598,433.0,612.0,2
2023-03-13 00:09:57.628472,658.0,2075.0,2
2023-03-13 00:10:18.972346,3118.0,2921.0,2
2023-03-13 00:10:40.316220,1056.0,1682.0,2
2023-03-13 00:11:01.660094,417.0,1136.0,2
2023-03-13 00:11:23.003968,1722.0,2438.0,2
2023-03-13 00:11:44.347842,1101.0,1911.0,2
2023-03-13 00:12:05.691716,1999.0,1747.0,2
2023-03-13 00:12:27.035590,24.0,2273.0,2
2023-03-13 00:12:48.379464,1609.0,1781.0,2
2023-03-13 00:13:09.723338,675.0,2447.0,2
2023-03-13 00:13:31.067212,1517.0,2835.0,2
2023-03-13 00:13:52.411086,1067.0,1234.0,1
