ptime,onid,dnid,prio
2023-03-13 00:00:21.343874,1502.0,2494.0,1
2023-03-13 00:00:42.687748,1658.0,1030.0,1
2023-03-13 00:01:04.031622,3064.0,2739.0,1
2023-03-13 00:01:25.375496,1101.0,2447.0,1
2023-03-13 00:01:46.719370,1481.0,1972.0,1
2023-03-13 00:02:08.063244,3049.0,2172.0,1
2023-03-13 00:02:29.407118,2904.0,2111.0,1
2023-03-13 00:02:50.750992,2288.0,1589.0,1
2023-03-13 00:03:12.094866,243.0,294.0,1
2023-03-13 00:03:33.438740,1486.0,896.0,1
2023-03-13 00:03:54.782614,2990.0,2655.0,2
2023-03-13 00:04:16.126488,3027.0,2268.0,2
2023-03-13 00:04:37.470362,1242.0,417.0,2
2023-03-13 00:04:58.814236,2207.0,811.0,2
2023-03-13 00:05:20.158110,1545.0,1282.0,2
2023-03-13 00:05:41.501984,1840.0,2635.0,2
2023-03-13 00:06:02.845858,688.0,1556.0,2
2023-03-13 00:06:24.189732,2313.0,1793.0,2
2023-03-13 00:06:45.533606,1049.0,1351.0,2
2023-03-13 00:07:06.877480,1124.0,1793.0,2
2023-03-13 00:07:28.221354,1889.0,2942.0,1
2023-03-13 00:07:49.565228,1145.0,1284.0,1
2023-03-13 00:08:10.909102,1603.0,919.0,1
2023-03-13 00:08:32.252976,1366.0,1191.0,1
2023-03-13 00:08:53.596850,1286.0,979.0,1
2023-03-13 00:09:14.940724,2461.0,2788.0,1
2023-03-13 00:09:36.284598,1272.0,1208.0,1
2023-03-13 00:09:57.628472,2601.0,1098.0,1
2023-03-13 00:10:18.972346,725.0,1779.0,1
2023-03-13 00:10:40.316220,1373.0,524.0,2
2023-03-13 00:11:01.660094,175.0,1097.0,2
2023-03-13 00:11:23.003968,2437.0,2929.0,2
2023-03-13 00:11:44.347842,126.0,288.0,2
2023-03-13 00:12:05.691716,978.0,2910.0,2
2023-03-13 00:12:27.035590,40.0,969.0,2
2023-03-13 00:12:48.379464,1457.0,2266.0,2
2023-03-13 00:13:09.723338,1688.0,129.0,2
2023-03-13 00:13:31.067212,193.0,537.0,2
2023-03-13 00:13:52.411086,1132.0,821.0,2
2023-03-13 00:14:13.754960,1596.0,2100.0,1
2023-03-13 00:14:35.098834,3336.0,3524.0,1
2023-03-13 00:14:56.442708,2049.0,2809.0,1
2023-03-13 00:15:17.786582,136.0,1993.0,1
2023-03-13 00:15:39.130456,1098.0,521.0,1
2023-03-13 00:16:00.474330,2000.0,1132.0,1
2023-03-13 00:16:21.818204,504.0,1077.0,1
2023-03-13 00:16:43.162078,1840.0,1814.0,1
2023-03-13 00:17:04.505952,2177.0,2098.0,1
2023-03-13 00:17:25.849826,1819.0,1502.0,2
2023-03-13 00:17:47.193700,1051.0,913.0,2
2023-03-13 00:18:08.537574,326.0,1286.0,2
2023-03-13 00:18:29.881448,2124.0,218.0,2
2023-03-13 00:18:51.225322,1242.0,1262.0,2
2023-03-13 00:19:12.569196,1162.0,1438.0,2
2023-03-13 00:19:33.913070,901.0,1648.0,2
2023-03-13 00:19:55.256944,570.0,725.0,2
2023-03-13 00:20:16.600818,2110.0,2331.0,2
2023-03-13 00:20:37.944692,1097.0,3375.0,2
2023-03-13 00:20:59.288566,1202.0,245.0,1
2023-03-13 00:21:20.632440,1350.0,2144.0,1
2023-03-13 00:21:41.976314,1515.0,1184.0,1
2023-03-13 00:22:03.320188,2177.0,2478.0,1
2023-03-13 00:22:24.664062,2076.0,2143.0,1
2023-03-13 00:22:46.007936,2478.0,2165.0,1
2023-03-13 00:23:07.351810,1557.0,901.0,1
2023-03-13 00:23:28.695684,1040.0,1059.0,1
2023-03-13 00:23:50.039558,561.0,974.0,1
2023-03-13 00:24:11.383432,2769.0,3352.0,2
2023-03-13 00:24:32.727306,1761.0,1754.0,2
2023-03-13 00:24:54.071180,471.0,1787.0,2
2023-03-13 00:25:15.415054,2180.0,2790.0,2
2023-03-13 00:25:36.758928,836.0,1784.0,2
2023-03-13 00:25:58.102802,47.0,587.0,2
2023-03-13 00:26:19.446676,853.0,1059.0,2
2023-03-13 00:26:40.790550,814.0,853.0,2
2023-03-13 00:27:02.134424,152.0,42.0,2
2023-03-13 00:27:23.478298,2443.0,1736.0,2
2023-03-13 00:27:44.822172,3066.0,1609.0,1
2023-03-13 00:28:06.166046,1883.0,679.0,1
2023-03-13 00:28:27.509920,278.0,870.0,1
2023-03-13 00:28:48.853794,1043.0,645.0,1
2023-03-13 00:29:10.197668,2170.0,1576.0,1
2023-03-13 00:29:31.541542,1596.0,862.0,1
2023-03-13 00:29:52.885416,1524.0,794.0,1
2023-03-13 00:30:14.229290,817.0,662.0,1
2023-03-13 00:30:35.573164,1423.0,774.0,1
2023-03-13 00:30:56.917038,2816.0,2222.0,2
2023-03-13 00:31:18.260912,1710.0,1436.0,2
2023-03-13 00:31:39.604786,2017.0,1056.0,2
2023-03-13 00:32:00.948660,1745.0,1829.0,2
2023-03-13 00:32:22.292534,1650.0,991.0,2
2023-03-13 00:32:43.636408,2929.0,2656.0,2
2023-03-13 00:33:04.980282,1059.0,2444.0,2
2023-03-13 00:33:26.324156,836.0,800.0,2
2023-03-13 00:33:47.668030,1986.0,1364.0,2
2023-03-13 00:34:09.011904,1598.0,370.0,2
2023-03-13 00:34:30.355778,2405.0,250.0,1
2023-03-13 00:34:51.699652,1935.0,2865.0,1
2023-03-13 00:35:13.043526,434.0,1064.0,1
2023-03-13 00:35:34.387400,1337.0,1930.0,1
2023-03-13 00:35:55.731274,2642.0,2020.0,1
2023-03-13 00:36:17.075148,2015.0,2754.0,1
2023-03-13 00:36:38.419022,873.0,1892.0,1
2023-03-13 00:36:59.762896,952.0,2428.0,1
2023-03-13 00:37:21.106770,1150.0,1900.0,1
2023-03-13 00:37:42.450644,1829.0,1081.0,2
2023-03-13 00:38:03.794518,441.0,819.0,2
2023-03-13 00:38:25.138392,2445.0,2232.0,2
2023-03-13 00:38:46.482266,1782.0,2328.0,2
2023-03-13 00:39:07.826140,1259.0,17.0,2
2023-03-13 00:39:29.170014,306.0,662.0,2
2023-03-13 00:39:50.513888,447.0,3033.0,2
2023-03-13 00:40:11.857762,2364.0,2089.0,2
2023-03-13 00:40:33.201636,2096.0,1283.0,2
2023-03-13 00:40:54.545510,2045.0,2859.0,2
2023-03-13 00:41:15.889384,834.0,1365.0,1
2023-03-13 00:41:37.233258,2264.0,1853.0,1
2023-03-13 00:41:58.577132,1628.0,1820.0,1
2023-03-13 00:42:19.921006,2116.0,3142.0,1
2023-03-13 00:42:41.264880,1179.0,2294.0,1
2023-03-13 00:43:02.608754,1016.0,1422.0,1
2023-03-13 00:43:23.952628,2167.0,2399.0,1
2023-03-13 00:43:45.296502,1487.0,2294.0,1
2023-03-13 00:44:06.640376,394.0,1178.0,1
2023-03-13 00:44:27.984250,1568.0,1285.0,2
2023-03-13 00:44:49.328124,2125.0,2737.0,2
2023-03-13 00:45:10.671998,1728.0,1745.0,2
2023-03-13 00:45:32.015872,2797.0,2420.0,2
2023-03-13 00:45:53.359746,1743.0,1071.0,2
2023-03-13 00:46:14.703620,914.0,1239.0,2
2023-03-13 00:46:36.047494,2075.0,1439.0,2
2023-03-13 00:46:57.391368,1030.0,498.0,2
2023-03-13 00:47:18.735242,1324.0,2612.0,2
2023-03-13 00:47:40.079116,952.0,832.0,2
2023-03-13 00:48:01.422990,2491.0,2190.0,1
2023-03-13 00:48:22.766864,1064.0,3136.0,1
